"Star","rs"
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Greensboro,_North_Carolina>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",182
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:African_National_Congress
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",170
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Home_improvement
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Marine_biology
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",6
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Federalist_Party
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",6
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Reconnaissance
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Political_economy
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",15
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Captain_America
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",29
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Emir  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",19
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Software_appliance
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Mississippi
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",99
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Bail  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",24
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Williamsport,_Pennsylvania>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",90
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:General_officer
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/United_Kingdom_general_election,_1935>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",51
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Democracy
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",23
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Brickwork
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Gordon_Brown
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",429
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Services_menu
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Electric_motor
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",8
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { <http://dbpedia.org/resource/Service_(music)>
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Fort_Benning
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",105
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Utility  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/United_Kingdom_general_election,_1979>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",52
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Petroleum
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",10
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Aryan  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",9
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Death  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",22
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Jules_Verne
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",343
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Diesel_engine
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",16
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Wilmington,_North_Carolina>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",165
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Actor  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",6
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Charlottesville,_Virginia>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",108
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Santana_(band)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",561
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Hand  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",45
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Banknote
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",14
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Ulysses_S._Grant
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",497
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Boss_(video_gaming)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Secession
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",13
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Communist_Party_of_Great_Britain
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",124
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Prince_Philip,_Duke_of_Edinburgh>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",176
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Lincoln_Center_for_the_Performing_Arts
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",85
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Chester,_Pennsylvania>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",97
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Canadian_Forces
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",12
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:NFL_Europe
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",38
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:1990s  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Special_forces
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",5
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Luxury_train
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Beat_Generation
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",17
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:House_of_Wittelsbach
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",7
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Cavalry  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",56
"PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?ss ?sp ?s ?p
WHERE
  { ?ss  ?sp  ?s .
    ?s   ?p   dbpr:United_States
  }
",5687271
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?object
WHERE
  { ?s       dbpo:successor  ?object .
    ?object  rdf:type        dbpo:BusinessPerson
  }
",2
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?object
WHERE
  { ?s       dbpo:child  ?object .
    ?object  rdf:type    dbpo:Journalist
  }
",13
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Gold  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",10
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Village  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",19
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Books_of_Kings
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Society  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Woman  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>
PREFIX  umbelrc: <http://umbel.org/umbel/rc/>

SELECT  ?object
WHERE
  { ?s       dbprop:children  ?object .
    ?object  rdf:type         umbelrc:Band_MusicGroup
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:La_Paz  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",105
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Bill_(proposed_law)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",9
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { <http://dbpedia.org/resource/Lifestyle_(GR_series)>
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Abelian_group
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",10
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Death_(personification)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",8
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Windows_service
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Sequence
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Greenville,_South_Carolina>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",150
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Colorado_River
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",643
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Seville  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",158
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Alex_Rodriguez
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",165
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Personal_care
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",6
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Health_care
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Cylinder_(engine)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",5
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Demonstration_(people)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",12
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Georgia_Dome
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",74
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Maine  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",91
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Honey_bee
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",104
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/%C3%81lava>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",12
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { <http://dbpedia.org/resource/Lifestyle_(song)>
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",7
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Travel  dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Fan_service
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Manhattan_Project
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",200
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Girona  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",123
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Roanoke,_Virginia>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",47
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Greenville,_North_Carolina>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",152
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Army  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Richmond,_Virginia>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",137
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Spain  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",308
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Nord_(French_department)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",209
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Central_Europe
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Literature
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Gulfport,_Mississippi>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",176
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:River  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",19
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Cor_anglais
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",5
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Greek_War_of_Independence
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",213
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Italy  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",227
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Luxury_box
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Victoria_(Australia)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",133
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:River_Thames
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",421
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Lake_Victoria
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",300
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Legislation
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",5
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Decatur,_Georgia>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",124
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:North_Island
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",51
