"Star","rs"
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  pos:  <http://www.w3.org/2003/01/geo/wgs84_pos#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?airport  dbprop:name           ?name ;
              dbpo:iataLocationIdentifier  ?iata_code ;
              pos:lat               ?latitude ;
              pos:long              ?longitude
  }
",8405
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?soggetto ?modelli ?engine
WHERE
  { :Alfa_Romeo_MiTo
              dbpo:manufacturer  ?soggetto .
    ?modelli  dbpo:manufacturer  ?soggetto ;
              dbpo:engine        ?engine
  }
",413
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  str(?name)
WHERE
  { ?s  rdf:type         dbpo:IceHockeyPlayer ;
        dbpo:birthPlace  dbpr:Budapest ;
        foaf:name        ?name
  }
",42
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?company ?name ?predecessor ?industrie
WHERE
  { ?company  rdf:type          dbpo:Company ;
              dbpo:predecessor  ?predecessor ;
              dbpo:industry     ?industrie
  }
",1100
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>
PREFIX  wiki: <http://en.wikipedia.org/wiki/>

SELECT  ?f ?l ?a ?pt
WHERE
  { ?f  rdf:type              dbpo:PopulatedPlace ;
        foaf:isPrimaryTopicOf  wiki:Salzburg ;
        rdfs:label            ?l ;
        <http://dbpedia.org/ontology/PopulatedPlace/areaTotal>  ?a
  }
",12
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?company ?predecessor ?industrie
WHERE
  { ?company  rdf:type          dbpo:Company ;
              dbpo:predecessor  ?predecessor ;
              dbpo:industry     ?industrie
  }
",1100
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  *
WHERE
  { ?person  dbpo:series      dbpr:The_Big_Bang_Theory ;
             rdf:type         dbpo:FictionalCharacter ;
             dbpo:occupation  ?occ
  }
",6
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  d:    <http://dbpedia.org/ontology/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?label ?capital
WHERE
  { ?currency  d:currency     :Euro ;
              rdfs:label      ?label ;
              dbprop:capital  ?capital
  }
",411
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?company ?name ?predecessor ?industrie
WHERE
  { ?company  rdf:type          dbpo:Company ;
              dbprop:name       ?name ;
              dbpo:predecessor  ?predecessor ;
              dbpo:industry     ?industrie
  }
",1151
"PREFIX  xsd:  <http://www.w3.org/2001/XMLSchema#>
PREFIX  grs:  <http://www.georss.org/georss/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  bif:  <bif:>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?x ?type
WHERE
  { ?x        grs:point      ?z ;
              dbpo:abstract  ?abstract ;
              dbprop:type    ?type ;
              ?a             ?b .
    ?abstract  bif:contains  ""beautiful""
  }
",9833
"PREFIX  db-ont: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?id  rdf:type       db-ont:Film ;
         dbprop:title   ?ft ;
         db-ont:imdbId  ?imdb_id
  }
",23
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  pos:  <http://www.w3.org/2003/01/geo/wgs84_pos#>

SELECT  *
WHERE
  { ?s  rdf:type  dbpo:Place ;
        pos:lat   ?lat ;
        pos:long  ?long
  }
",738714
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?company ?predecessor ?subsidary ?industrie ?product
WHERE
  { ?company  rdf:type          dbpo:Company ;
              dbpo:predecessor  ?predecessor ;
              dbpo:industry     ?industrie ;
              dbpo:product      ?product ;
              dbpo:subsidiary   ?subsidary
  }
",1797
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  ?instanceOfGame
WHERE
  { ?instanceOfGame
              rdf:type       dbpo:Game ;
              foaf:name      ?gameName ;
              dbpo:abstract  ?description
  }
",2444
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?artist  rdf:type      dbpo:MusicalArtist ;
             dbprop:genre  :Blues ;
             dbprop:genre  :Rock_and_roll ;
             dbprop:genre  :Rockabilly
  }
",16
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  ?instanceOfGame ?name ?description
WHERE
  { ?instanceOfGame
              rdf:type       dbpo:Game ;
              foaf:name      ?name ;
              dbpo:abstract  ?description
  }
",2444
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT  ?instanceOfGame ?name ?comment
WHERE
  { ?instanceOfGame
              rdf:type      dbpo:Game ;
              rdfs:label    ?name ;
              rdfs:comment  ?comment
  }
",18460
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Park  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",1617
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Pun  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",233
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT  ?f ?l ?a
WHERE
  { ?f  rdf:type       dbpo:Film ;
        rdfs:label     ?l ;
        dbpo:abstract  ?a
  }
",1465968
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  category: <http://dbpedia.org/resource/Category:>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT  ?s ?p ?o
WHERE
  { ?s  rdfs:label   ""Iso E Super""@en ;
        dct:subject  category:Perfume_ingredients ;
        ?p           ?o
  }
",42
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  ?name
WHERE
  { ?s  rdf:type         dbpo:IceHockeyPlayer ;
        dbpo:birthPlace  dbpr:Budapest ;
        foaf:name        ?name
  }
",42
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?person ?birthdate ?deathdate
WHERE
  { ?person  dbpo:birthPlace  :Lille ;
             dbpo:birthDate   ?birthdate ;
             dbpo:deathDate   ?deathdate
  }
",66
"PREFIX  xsd:  <http://www.w3.org/2001/XMLSchema#>
PREFIX  bif:  <bif:>

SELECT  *
WHERE
  { ?s1  ?s1textp      ?o1 .
    ?o1  bif:contains  ""\""leader\"""" .
    ?s1  ?s1p          ?s1o
  }
",7888651
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?x  foaf:name           ?name ;
        rdf:type            dbpo:Artist ;
        dbpo:nationality    :Spain ;
        dbprop:dateOfBirth  ?nacimiento
  }
",217
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?person ?birth ?death ?hometown
WHERE
  { ?person  rdf:type        dbpo:Person ;
             dbpo:birthDate  ?birth ;
             dbpo:deathDate  ?death ;
             dbpo:hometown   ?homwtown
  }
",4336
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?movie
WHERE
  { ?agent  rdf:type        dbpo:Agent ;
            dbpo:birthName  ?name .
    ?agent ^dbpo:producer ?movie .
    ?movie  dbprop:starring  dbpr:Natalie_Portman
  }
",8
"PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?pagina ?tipo ?idioma ?propietario ?creador
WHERE
  { dbpr:Gmail  foaf:homepage  ?pagina ;
              dbprop:type    ?tipo ;
              dbprop:owner   ?propietario ;
              dbprop:author  ?creador
  }
",2
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?name ?predecessor ?industrie
WHERE
  { ?company  dbprop:name       ?name ;
              dbpo:predecessor  ?predecessor ;
              dbpo:industry     ?industrie
  }
",1151
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  *
WHERE
  { ?p     rdf:type              dbpo:Person ;
           dbpo:birthDate        ?date ;
           rdf:type              ?type ;
           foaf:name             ?name .
    ?type  rdfs:label            ?label .
    ?p     foaf:isPrimaryTopicOf  ?topic
  }
",1923930
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?book ?genre
WHERE
  { ?book  dbprop:name       ""The Catcher in the Rye""@en ;
           dbprop:genre      ?genre ;
           dbprop:publisher  ?pub
  }
",2
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  ?instanceOfGame ?description
WHERE
  { ?instanceOfGame
              rdf:type       dbpo:Game ;
              foaf:name      ?name ;
              dbpo:abstract  ?description
  }
",2444
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?film ?abstract ?editor ?distributor ?producer ?music ?comment
WHERE
  { ?film  dbprop:name         ""Titanic""@en ;
           dbpo:abstract       ?abstract ;
           dbpo:producer       ?producer ;
           dbpo:editing        ?editor ;
           dbprop:distributor  ?distributor ;
           dbprop:music        ?music ;
           rdfs:comment        ?comment
  }
",1884
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  *
WHERE
  { ?p     rdf:type        dbpo:Person ;
           dbpo:birthDate  ?date ;
           rdf:type        ?type ;
           foaf:name       ?name .
    ?type  rdfs:label      ?label
  }
",1924590
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?DBpediaInstitution
              rdf:type             dbpo:University ;
              dbpo:wikiPageID      ?PageID_2 ;
              dbpo:viceChancellor  ?Link
  }
",381
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?DBpediaInstitution
              rdf:type              dbpo:University ;
              dbpo:wikiPageID       ?PageID_2 ;
              dbpo:wikiPageExternalLink  ?Link
  }
",67982
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?person ?name ?birthdate
WHERE
  { ?person  dbpo:birthPlace  :Lille ;
             dbprop:name      ?name ;
             dbpo:birthDate   ?birthdate
  }
",200
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>
PREFIX  wiki: <http://en.wikipedia.org/wiki/>

SELECT  ?f ?l ?a ?pt
WHERE
  { ?f  rdf:type              dbpo:PopulatedPlace ;
        foaf:isPrimaryTopicOf  <http://en.wikipedia.org/wiki/Salzburg_(state)> ;
        rdfs:label            ?l ;
        <http://dbpedia.org/ontology/PopulatedPlace/areaTotal>  ?a
  }
",12
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?film ?abstract ?editor ?producer ?comment
WHERE
  { ?film  dbprop:name    ""The Shining""@en ;
           dbpo:abstract  ?abstract ;
           dbpo:producer  ?producer ;
           dbpo:editing   ?editor ;
           rdfs:comment   ?comment
  }
",144
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?film ?abstract ?editor ?producer ?comment
WHERE
  { ?film  dbprop:name    ""She's Gotta Have It""@en ;
           dbpo:abstract  ?abstract ;
           dbpo:producer  ?producer ;
           dbpo:editing   ?editor ;
           rdfs:comment   ?comment
  }
",25
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  pos:  <http://www.w3.org/2003/01/geo/wgs84_pos#>

SELECT  *
WHERE
  { ?s  rdf:type     dbpo:Place ;
        pos:lat      ?lat ;
        pos:long     ?long ;
        rdf:type     ?type ;
        dct:subject  ?sub
  }
",42438030
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?name ?birth ?death ?person
WHERE
  { ?person  dbprop:birthPlace  :Poland ;
             dbpo:birthDate     ?birth ;
             dbpo:deathDate     ?death
  }
",595
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?DBpediaInstitution
              rdf:type             dbpo:University ;
              dbpo:wikiPageID      ?PageID_2 ;
              dbpo:city            ?City ;
              dbpo:viceChancellor  ?VC
  }
",506
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?DBpediaInstitution
              rdf:type              dbpo:University ;
              dbpo:wikiPageID       ?PageID_2 ;
              dbpo:city             ?City ;
              dbpo:viceChancellor   ?VC ;
              dbpo:numberOfStudents  ?NumberOfStudents
  }
",226
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?DBpediaInstitution
              rdf:type              dbpo:University ;
              dbpo:wikiPageID       ?PageID_2 ;
              dbpo:wikiPageExternalLink  ?Abstract
  }
",67982
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?DBpediaInstitution
              rdf:type             dbpo:University ;
              dbpo:wikiPageID      ?PageID_2 ;
              dbpo:thumbnail       ?City ;
              dbpo:viceChancellor  ?VC
  }
",200
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?company ?predecessor ?subsidiary ?industrie ?product
WHERE
  { ?company  rdf:type          dbpo:Company ;
              dbpo:predecessor  ?predecessor ;
              dbpo:industry     ?industrie ;
              dbpo:product      ?product ;
              dbpo:subsidiary   ?subsidiary
  }
",1797
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT  *
WHERE
  { ?politician  rdf:type      dbpo:Politician ;
              dbpo:birthPlace  :Canada ;
              dbpo:almaMater   ?y
  }
",74
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Village  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",3780
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Population
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",2419
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Prize  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",472
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Composer
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",1588
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?book ?author
WHERE
  { ?book  dbprop:name       ""Emma""@en ;
           dbprop:author     ?author ;
           dbprop:publisher  ?pub
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?film ?abstract ?distributor ?music ?comment
WHERE
  { ?film  dbprop:name         ""Titanic""@en ;
           dbpo:abstract       ?abstract ;
           dbprop:distributor  ?distributor ;
           dbprop:music        ?music ;
           rdfs:comment        ?comment
  }
",774
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Goodness
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",261
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Novel  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",1033
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Region  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",3290
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Province
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",2587
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Tower  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",326
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  ?gameName ?description
WHERE
  { ?game  rdf:type       dbpo:Game ;
           foaf:name      ?gameName ;
           dbpo:abstract  ?description
  }
",2444
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  foaf: <http://xmlns.com/foaf/0.1/>

SELECT  *
WHERE
  { ?motorway  rdf:type    dbpo:Road ;
              dbpo:length  ?length ;
              foaf:name    ?name
  }
",7141
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Genus  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",1543
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Party  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",1195
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Art  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",1847
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Airline  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",45
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Wheel  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",363
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Villain  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",531
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Album  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",111
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Community
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",772
"PREFIX  d:    <http://dbpedia.org/ontology/>
PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT  ?artistName ?albumName
WHERE
  { ?album   d:musicalArtist  ?artist ;
             rdfs:label       ?albumName .
    ?artist  rdfs:label       ?artistname
  }
",1159482
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Mathematician
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",141
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Pharaoh  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",11989
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Film  dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",157339
"PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?type
WHERE
  { dbpr:Conference
              dct:subject  ?category .
    ?page     dct:subject  ?category ;
              rdf:type     ?type
  }
",1286
